symbol,name,price,exchange,exchangeShortName,type
"ETDD.DE","BNP Paribas Easy Euro Stoxx 50 UCITS ETF","15.538","Frankfurt Stock Exchange","XETRA","etf",
"PTEU","Pacer Trendpilot European Index ETF","27.16","BATS","ETF","etf",
"FNCF","iShares Edge MSCI Multifactor Fincls ETF","34.52","American Stock Exchange","ETF","etf",
"ICICINIFTY.NS","ICICI Prudential Nifty 50 ETF","235.61","National Stock Exchange of India","NSE","etf",
"FDV.TO","CI Active Canadian Dividend ETF","11.76","Toronto Stock Exchange","TSX","etf",
"ADVE","Matthews International Funds","32.8597","New York Stock Exchange Arca","AMEX","etf",
"SNAV","Collaborative Investment Series Trust - Mohr Sector Nav ETF","29.25","CBOE BZX","CBOE","etf",
"HTB.TO","Horizons US 7-10 Year Treasury Bond ETF","55.54","Toronto Stock Exchange","TSX","etf",
"TRND","Pacer Trendpilot Fund of Funds ETF","31.65","New York Stock Exchange Arca","AMEX","etf",
"VHYG.L","Vanguard FTSE All-World High Dividend Yield UCITS ETF","55.64","London Stock Exchange","LSE","etf",
"XMEM.L","Xtrackers - MSCI Emerging Markets Swap UCITS ETF","3974","London Stock Exchange","LSE","etf",
"GBSE.MI","WisdomTree Physical Gold - EUR Daily Hedged","12.754","Milan","MIL","etf",
"FCIQ.TO","Fidelity International High Quality Index ETF","38.32","Toronto Stock Exchange","TSX","etf",
"UEFI.DE","UBS (Lux) Fund Solutions – Bloomberg US 7-10 Year Treasury Bond UCITS ETF","34.403","Frankfurt Stock Exchange","XETRA","etf",
"3BAS.MI","WisdomTree EURO STOXX Banks 3x Daily Short","18.518","Milan","MIL","etf",
"DXJ.L","WisdomTree Japan Equity UCITS ETF","33.96","London Stock Exchange","LSE","etf",
"UC14.L","UBS (Irl) Fund Solutions plc - CMCI Composite SF UCITS ETF","105.83","London Stock Exchange","LSE","etf",
"DEMZ","Democratic Large Cap Core ETF","33.65","NASDAQ Global Market","NASDAQ","etf",
"AGHG.L","Amundi Index Solutions - Amundi Index Barclays Global AGG 500M UCITS ETF DR GBP Hedged","4362.965","London Stock Exchange","LSE","etf",
"IEVD.DE","iShares Electric Vehicles and Driving Technology UCITS ETF","7.291","Frankfurt Stock Exchange","XETRA","etf",
"WEEI","Westwood Salient Enhanced Energy Income ETF","23.5018","NASDAQ Global Market","NASDAQ","etf",
"SPHY","SPDR Portfolio High Yield Bond ETF","23.13","New York Stock Exchange Arca","AMEX","etf",
"3TSL.L","Leverage Shares 3x Tesla ETP","1019.25","London Stock Exchange","LSE","etf",
"XMAW.DE","Xtrackers MSCI AC World ESG Screened UCITS ETF","36.24","Frankfurt Stock Exchange","XETRA","etf",
"VVL.TO","Vanguard Global Value Factor ETF","49.11","Toronto Stock Exchange","TSX","etf",
"RBOT.MI","iShares Automation & Robotics UCITS ETF","11.988","Milan","MIL","etf",
"FCUD.TO","Fidelity U.S. High Dividend Index ETF","35.2","Toronto Stock Exchange","TSX","etf",
"3LRR.L","GraniteShares 3x Long Rolls-Royce Daily ETC","64585","London Stock Exchange","LSE","etf",
"WRRN.L","LS Berkshire Hathaway (BRK-B) Tracker ETC","7.04575","London Stock Exchange","LSE","etf",
"IBDX","iShares iBonds Dec 2032 Term Corporate ETF","24.47","New York Stock Exchange Arca","AMEX","etf",
"JANZ","TrueShares Structured Outcome (January) ETF","32.652","BATS","ETF","etf",
"ICOL","iShares MSCI Colombia ETF","9.02","New York Stock Exchange Arca","AMEX","etf",
"PRIP.L","Amundi Index Solutions - Amundi Prime US Corporates","1373.3","London Stock Exchange","LSE","etf",
"EIMI.L","iShares Public Limited Company - iShares Core MSCI EM IMI UCITS ETF","33.5","London Stock Exchange","LSE","etf",
"MOAT.L","VanEck Morningstar US Sustainable Wide Moat UCITS ETF","54.32","London Stock Exchange","LSE","etf",
"WLDR","Affinity World Leaders Equity ETF","31.06","BATS","ETF","etf",
"SNIO.L","LEVERAGE SHARES PUBLIC LIMITED ","19.275","London Stock Exchange","LSE","etf",
"KMPA","Kemper Corporation SUB NT 54","25.15","New York Stock Exchange","NYSE","etf",
"UDA.TO","Caldwell US Dividend Advantage Fund","16.17","Toronto Stock Exchange","TSX","etf",
"PBS","Invesco Dynamic Media ETF","33.0626","New York Stock Exchange Arca","AMEX","etf",
"SH","ProShares Short S&P500","11.81","New York Stock Exchange Arca","AMEX","etf",
"UDVD.L","SPDR S&P US Dividend Aristocrats UCITS ETF","70.87","London Stock Exchange","LSE","etf",
"83118.HK","Harvest Funds (Hong Kong) ETF - Harvest MSCI China A Index ETF","12.62","HKSE","HKSE","etf",
"XPQP.DE","Xtrackers MSCI Philippines UCITS ETF","1.3648","Frankfurt Stock Exchange","XETRA","etf",
"XCS3.L","Xtrackers MSCI Malaysia UCITS ETF","10.99","London Stock Exchange","LSE","etf",
"GHEE","Collaborative Investment Series","25.6098","Cboe US","ETF","etf",
"LSLT","Pacer Salt Low truBeta US Market ETF","32","BATS","ETF","etf",
"FLAU","Franklin FTSE Australia ETF","29.06","New York Stock Exchange Arca","AMEX","etf",
"XRT","SPDR S&P Retail ETF","76.05","New York Stock Exchange Arca","AMEX","etf",
"SPHC.MI","Lyxor S&P 500 UCITS ETF - Daily Hedged C-EUR","150.53","Milan","MIL","etf",
"CIBR.L","First Trust Nasdaq Cybersecurity UCITS ETF","34.11","London Stock Exchange","LSE","etf",
"ADAW.SW","WisdomTree Cardano","4.8455","Swiss Exchange","SIX","etf",
"WMW","ELEMENTS Linked to the Morningstar Wide Moat Focus Total Return Index","34.9","New York Stock Exchange Arca","AMEX","etf",
"FLEQ.SW","Franklin LibertyQ European Equity UCITS ETF","33.765","Swiss Exchange","SIX","etf",
"SEDM.L","iShares MSCI EM IMI ESG Screened UCITS ETF","5.798","London Stock Exchange","LSE","etf",
"ZUE.TO","BMO S&P 500 Hedged to CAD Index ETF","74.33","Toronto Stock Exchange","TSX","etf",
"ZDV.TO","BMO Canadian Dividend ETF","20.27","Toronto Stock Exchange","TSX","etf",
"ESEE.DE","BNP Paribas Easy S&P 500 UCITS ETF","24.728","Frankfurt Stock Exchange","XETRA","etf",
"3NGL.L","WisdomTree Natural Gas 3x Daily Leveraged","0.148","London Stock Exchange","LSE","etf",
"VGEK.DE","Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF","28.53","Frankfurt Stock Exchange","XETRA","etf",
"SDOW","ProShares UltraPro Short Dow30","17.19","New York Stock Exchange Arca","AMEX","etf",
"CSNDX.SW","iShares NASDAQ 100 UCITS ETF USD (Acc)","1082.8","Swiss Exchange","SIX","etf",
"SQY","YieldMax SQ Option Income Strategy ETF","19.1","New York Stock Exchange Arca","AMEX","etf",
"EXIC.DE","iShares Core DAX UCITS ETF (DE)","5.545","Frankfurt Stock Exchange","XETRA","etf",
"SPYP.L","Leverage Shares -1x Short PayPal ETP","831.3","London Stock Exchange","LSE","etf",
"RAYC","Rayliant Quantamental China Equity ETF","13.7799","New York Stock Exchange Arca","AMEX","etf",
"OM3L.DE","iShares MSCI USA ESG Enhanced UCITS ETF","8.764","Frankfurt Stock Exchange","XETRA","etf",
"AGG","iShares Core U.S. Aggregate Bond ETF","96.62","New York Stock Exchange Arca","AMEX","etf",
"217780.KS","Mirae Asset Tiger SYNTH-China A Inverse","8675","KSE","KSC","etf",
"NANC","Unusual Whales Subversive Democratic Trading ETF","35.47","CBOE BZX","CBOE","etf",
"SAEF","Schwab Ariel ESG ETF","23.6999","New York Stock Exchange Arca","AMEX","etf",
"AEMU.L","Amundi Index Solutions - Amundi Index MSCI Emerging Markets","38.425","London Stock Exchange","LSE","etf",
"EDOC.L","Global X Telemedicine & Digital Health UCITS ETF","7.399","London Stock Exchange","LSE","etf",
"H4ZI.DE","HSBC MSCI EM Far East UCITS ETF","43.7","Frankfurt Stock Exchange","XETRA","etf",
"CEZ","VictoryShares Emerging Market Volatility Wtd ETF","27.615","NASDAQ Global Market","NASDAQ","etf",
"BNO","United States Brent Oil Fund, LP","29.72","New York Stock Exchange Arca","AMEX","etf",
"FUSR.L","Fidelity Sustainable Research Enhanced US Equity UCITS ETF","9.507","London Stock Exchange","LSE","etf",
"FLWG.L","Rize UCITS ICAV - Rize Medical Cannabis and Life Sciences UCITS ETF","161.03","London Stock Exchange","LSE","etf",
"OUFU.DE","Ossiam US ESG Low Carbon Equity Factors UCITS ETF","166.6","Frankfurt Stock Exchange","XETRA","etf",
"EMSA.L","iShares J.P. Morgan ESG $ EM Bond UCITS ETF","5.328","London Stock Exchange","LSE","etf",
"EQL","ALPS Equal Sector Weight ETF","117.659","New York Stock Exchange Arca","AMEX","etf",
"217790.KS","Mirae Asset TIGER CONTRARIAN ETF","21020","KSE","KSC","etf",
"BANK.TO","Evolve Canadian Banks and Lifecos Enhanced Yield Index Fund","7.19","Toronto Stock Exchange","TSX","etf",
"MSDU.L","Amundi Index Solutions - Amundi Index MSCI Emerging Markets SRI","47.175","London Stock Exchange","LSE","etf",
"SEMG.L","Lyxor MSCI Taiwan UCITS ETF - Acc-EUR","4200.5","London Stock Exchange","LSE","etf",
"SPRX","Spear Alpha ETF","22.28","NASDAQ Global Market","NASDAQ","etf",
"SC0R.F","Invesco STOXX Europe 600 Optimised Travel & Leisure UCITS ETF","229.1","Frankfurt Stock Exchange","XETRA","etf",
"HLTH.L","SSgA SPDR ETFs Europe II Public Limited Company - SPDR MSCI Europe Health Care UCITS ETF","232.35","London Stock Exchange","LSE","etf",
"FLMI","Franklin Dynamic Municipal Bond ETF","24.29","New York Stock Exchange Arca","AMEX","etf",
"OCTD","Innovator Premium Income 10 Barrier ETF - October","24.55","Cboe US","ETF","etf",
"RUS.PA","Lyxor MSCI Russia UCITS ETF Acc","7.01","Paris","EURONEXT","etf",
"HMFD.L","HSBC MSCI EM Far East UCITS ETF","47.24","London Stock Exchange","LSE","etf",
"102970.KS","Samsung Kodex Securities ETF - Equity","6950","KSE","KSC","etf",
"SOFP.L","Hanetf ICAV - Enterprise Software UCITS ETF","312.75","London Stock Exchange","LSE","etf",
"0NS.DE","Amundi Index Solutions - Amundi Prime US Treasury Bond 0-1 Y UCITS ETF","23.446","Frankfurt Stock Exchange","XETRA","etf",
"CSTA.DE","Lyxor Index Fund - Lyxor Stoxx Europe 600 Technology UCITS ETF","131.28","Frankfurt Stock Exchange","XETRA","etf",
"DIVI","Franklin International Core Dividend Tilt Index ETF","32.67","New York Stock Exchange Arca","AMEX","etf",
"AMZE.L","Leverage Shares 2x Amazon ETC A","64.202","London Stock Exchange","LSE","etf",
"ROKT","SPDR Kensho Final Frontiers ETF","44.8801","New York Stock Exchange Arca","AMEX","etf",
"LVL","Invesco S&P Global Dividend Opportunities Index ETF","12.3703","New York Stock Exchange Arca","AMEX","etf",
"ANRJ.L","Amundi ETF MSCI Europe Energy UCITS ETF","34665","London Stock Exchange","LSE","etf",
"3AME.L","Leverage Shares 3x Amazon ETC","8.939","London Stock Exchange","LSE","etf",
"SZOXF","DB Crude Oil Short ETN","8","Other OTC","PNK","etf",
"IQQ4.DE","iShares Asia Property Yield UCITS ETF USD (Dist)","17.926","Frankfurt Stock Exchange","XETRA","etf",
"HHL.TO","Harvest Healthcare Leaders Income ETF","8.38","Toronto Stock Exchange","TSX","etf",
"DGRB.L","WISDOMTREE ISSUER ICAV WT US QU","1687.6","London Stock Exchange","LSE","etf",
"BWTG","ETF Opportunities Trust Brendan","32.342","Cboe US","ETF","etf",
"EMQQ.DE","EMQQ Emerging Markets Internet & Ecommerce UCITS ETF","8.987","Frankfurt Stock Exchange","XETRA","etf",
"JERE.L","JPMorgan ETFs (Ireland) ICAV - Europe Research Enhanced Index Equity (ESG) UCITS ETF","3705.5","London Stock Exchange","LSE","etf",
"3LCO.L","GraniteShares 3x Long Coinbase Daily ETP","39.17","London Stock Exchange","LSE","etf",
"FBRT.L","WisdomTree Brent Crude Oil Longer Dated","62.28","London Stock Exchange","LSE","etf",
"XWTS.L","Xtrackers (IE) Public Limited Company - Xtrackers MSCI World Telecom Services UCITS ETF","22.33","London Stock Exchange","LSE","etf",
"BYRE","Principal Real Estate Active Opportunities ETF","22.84","New York Stock Exchange Arca","AMEX","etf",
"PIZ","Invesco DWA Developed Markets Momentum ETF","35.8","NASDAQ Global Market","NASDAQ","etf",
"CHIQ","Global X MSCI China Consumer Discretionary ETF","17.96","New York Stock Exchange Arca","AMEX","etf",
"2B7D.DE","iShares V PLC - iShares S&P 500 Consumer Staples Sector UCITS ETF","7.981","Frankfurt Stock Exchange","XETRA","etf",
"GENG.L","UBS (Irl) ETF Public Limited Company - Global Gender Equality UCITS ETF","2065.226","London Stock Exchange","LSE","etf",
"82843.HK","AMUNDI FTSE China A50 Index ETF","12.39","HKSE","HKSE","etf",
"CCNV.DE","UC AXI Global Coco Bonds UCITS ETF","107818","Frankfurt Stock Exchange","XETRA","etf",
"BSMT","Invesco BulletShares 2029 Municipal Bond ETF","22.8854","NASDAQ Global Market","NASDAQ","etf",
"PBY","Prospect Capital Corporation","25","New York Stock Exchange","NYSE","etf",
"JA13.DE","JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Treasury Bond 1-3 yr UCITS ETF","100.195","Frankfurt Stock Exchange","XETRA","etf",
"EL4P.DE","Deka iBoxx EUR Liquid Sovereign Diversified 7-10 UCITS ETF","108.17","Frankfurt Stock Exchange","XETRA","etf",
"MKTN.PA","Amundi ETF iStoxx Europe Multi-Factor Market Neutral UCITS ETF","20.2","Paris","EURONEXT","etf",
"3TYS.MI","WisdomTree US Treasuries 10Y 3x Daily Short","99.09","Milan","MIL","etf",
"GOP","Republican Policies Fund","22.4","American Stock Exchange","ETF","etf",
"XMHQ","Invesco S&P MidCap Quality ETF","102.96","New York Stock Exchange Arca","AMEX","etf",
"XYLG","Global X S&P 500 Covered Call & Growth ETF","30.435","New York Stock Exchange Arca","AMEX","etf",
"9091.HK","NikkoAM Metaverse Theme Active ETF","12.38","HKSE","HKSE","etf",
"7568.HK","CSOP NASDAQ-100 Index Daily (-2x) Inverse Product","6.19","HKSE","HKSE","etf",
"156080.KS","KODEX MSCI Korea","17320","KSE","KSC","etf",
"PALC","Pacer Lunt Large Cap Multi-Factor Alternator ETF","47.275","New York Stock Exchange Arca","AMEX","etf",
"CESG.L","FIRST TRUST GLOBAL FUNDS PLC - First Trust Global Capital Strength ESG Leaders UCITS ETF","37.4925","London Stock Exchange","LSE","etf",
"IS0R.DE","iShares $ High Yield Corp Bond UCITS ETF USD (Dist)","84.842","Frankfurt Stock Exchange","XETRA","etf",
"GLDV.L","SPDR S&P Global Dividend Aristocrats UCITS ETF","31.14","London Stock Exchange","LSE","etf",
"RYLG","Global X Russell 2000 Covered Call & Growth ETF","24.65","New York Stock Exchange Arca","AMEX","etf",
"HSRT","Hartford Short Duration ETF","39.025","BATS","ETF","etf",
"PR1J.DE","Amundi Index Solutions - Amundi Prime Japan","27.805","Frankfurt Stock Exchange","XETRA","etf",
"CSGOLD.SW","iShares Gold ETF (CH)","220.1","Swiss Exchange","SIX","etf",
"INTF","iShares International Equity Factor ETF","30.43","New York Stock Exchange Arca","AMEX","etf",
"TGBG.L","VanEck iBoxx EUR Sovereign Diversified 1-10 UCITS ETF","10.219","London Stock Exchange","LSE","etf",
"XGGB.L","Xtrackers II Global Government Bond UCITS ETF","238.7","London Stock Exchange","LSE","etf",
"BRIC.AS","iShares BRIC 50 UCITS ETF","17.698","Amsterdam","EURONEXT","etf",
"3GFM.L","GraniteShares 3x Long GAFAM Daily ETC","47.125","London Stock Exchange","LSE","etf",
"BTFX","Valkyrie Bitcoin Futures Leveraged Strategy ETF","38.14","Nasdaq","NASDAQ","etf",
"MXFS.L","Invesco Markets plc - Invesco MSCI Emerging Markets UCITS ETF","50.83","London Stock Exchange","LSE","etf",
"MOEU.DE","BNP Paribas Easy Equity Momentum Europe UCITS ETF Cap","172.6","Frankfurt Stock Exchange","XETRA","etf",
"IPRE.F","iShares European Property Yield UCITS ETF","3.4325","Frankfurt Stock Exchange","XETRA","etf",
"IAUF","iShares Gold Strategy ETF","60.2824","BATS","ETF","etf",
"CSUK.L","iShares VII PLC - iShares MSCI UK UCITS ETF GBP (Acc)","14438.984","London Stock Exchange","LSE","etf",
"USHG","AGFiQ Dynamic Hedged U.S. Equity ETF","31.51","New York Stock Exchange Arca","AMEX","etf",
"SADE.DE","Amundi Index Solutions - Amundi MSCI Europe ESG Leaders Select","75.42","Frankfurt Stock Exchange","XETRA","etf",
"UBC","UBS ETRACS CMCI Livestock Tot Ret ETN","18.15","New York Stock Exchange Arca","AMEX","etf",
"FEHY","FlexShares ESG & Climate High Yield Corporate Core Index Fund","40.05","New York Stock Exchange Arca","AMEX","etf",
"BSSX","Invesco BulletShares 2033 Municipal Bond ETF","25.7804","NASDAQ","NASDAQ","etf",
"STMB","iShares Trust - iShares Factors US Mid Blend Style ETF","44.87","BATS","ETF","etf",
"SRIL.AS","iShares MSCI USA SRI UCITS ETF USD (Dist)","9.9595","Amsterdam","EURONEXT","etf",
"IMID.L","SSgA SPDR ETFs Europe I Public Limited Company - SPDR MSCI ACWI IMI UCITS ETF","223.05","London Stock Exchange","LSE","etf",
"DXSH.DE","Xtrackers MSCI Europe Information Technology ESG Screened UCITS ETF","97.25","Frankfurt Stock Exchange","XETRA","etf",
"FLQL","Franklin U.S. Large Cap Multifactor Index ETF","54.08","BATS","ETF","etf",
"WMAT.L","SSgA SPDR ETFs Europe II plc - SPDR MSCI World Materials UCITS ETF","62.1092","London Stock Exchange","LSE","etf",
"GRID.F","First Trust Nasdaq Clean Edge Smart Grid Infrastructure UCITS ETF","32.275","Frankfurt Stock Exchange","XETRA","etf",
"NKEL","AXS 2X NKE Bull Daily ETF","20.6","NASDAQ Global Market","NASDAQ","etf",
"CHIN.MI","KraneShares ICBCCS S&P China 500 Index UCITS ETF","9.886","Milan","MIL","etf",
"EWH","iShares MSCI Hong Kong ETF","16.5","New York Stock Exchange Arca","AMEX","etf",
"IHF","iShares U.S. Healthcare Providers ETF","52.4","New York Stock Exchange Arca","AMEX","etf",
"IBMI","iShares iBonds Sep 2020 Term Muni Bond ETF","25.46","New York Stock Exchange Arca","AMEX","etf",
"DUSB","Dimensional ETF Trust","50.699","New York Stock Exchange Arca","AMEX","etf",
"XEQT.TO","iShares Core Equity ETF Portfolio","30.84","Toronto Stock Exchange","TSX","etf",
"18MX.DE","Amundi ETF Govt Bond Euro Broad Investment Grade 1-3 UCITS ETF DR","162.215","Frankfurt Stock Exchange","XETRA","etf",
"USVT","Lyrical US VALUE ETF","27.62","New York Stock Exchange Arca","AMEX","etf",
"EEDG.L","iShares MSCI USA ESG Enhanced UCITS ETF","7.4278","London Stock Exchange","LSE","etf",
"GBF.NZ","Smartshares Global Bond","3.112","NZSE","NZE","etf",
"TYA","Simplify Risk Parity Treasury ETF","12.75","BATS","ETF","etf",
"GENY","Principal Millennial Global Growth ETF","39.37","NASDAQ Global Market","NASDAQ","etf",
"FM","iShares MSCI Frontier and Select EM ETF","28.53","New York Stock Exchange Arca","AMEX","etf",
"HMAX.TO","Hamilton Canadian Financials Yield Maximizer ETF","13.53","Toronto Stock Exchange","TSX","etf",
"EUUS.MI","WisdomTree Long USD Short EUR","57.31","Milan","MIL","etf",
"BREA.TO","Brompton Sustainable Real Assets Dividend ETF","25.5","Toronto Stock Exchange","TSX","etf",
"IEF","iShares 7-10 Year Treasury Bond ETF","92.95","NASDAQ Global Market","NASDAQ","etf",
"BBUS.L","JPMorgan ETFs Ireland ICAV - BetaBuilders US Equity UCITS ETF","49.715","London Stock Exchange","LSE","etf",
"AUSE","WisdomTree Australia Dividend Fund","54.0152","New York Stock Exchange Arca","AMEX","etf",
"SPLR.L","Leverage Shares -1x Short Palantir ETC","104.43","London Stock Exchange","LSE","etf",
"HXE.TO","Horizons S&P/TSX Capped Energy Index ETF","37.01","Toronto Stock Exchange","TSX","etf",
"E907.F","Lyxor 1 MDAX (DR) UCITS ETF","143.3","Frankfurt Stock Exchange","XETRA","etf",
"FCRR.TO","Fidelity U.S. Dividend for Rising Rates Index ETF","39.57","Toronto Stock Exchange","TSX","etf",
"TPSC","Timothy Plan US Small Cap Core ETF","35.35","New York Stock Exchange Arca","AMEX","etf",
"IBMN","iShares iBonds Dec 2025 Term Muni Bond ETF","26.415","BATS","ETF","etf",
"EUNN.DE","iShares Core MSCI Japan IMI UCITS ETF USD (Acc)","50.284","Frankfurt Stock Exchange","XETRA","etf",
"ETPMPT.AX","Global X Physical Platinum","0","Australian Securities Exchange","ASX","etf",
"SBUL.L","WisdomTree Gold 1x Daily Short","14.15","London Stock Exchange","LSE","etf",
"EXH9.DE","iShares STOXX Europe 600 Utilities UCITS ETF (DE)","38.775","Frankfurt Stock Exchange","XETRA","etf",
"EDEU.DE","BNP Paribas Easy ESG Equity Dividend Europe","129.08","Frankfurt Stock Exchange","XETRA","etf",
"SPYQ.DE","SPDR MSCI Europe Industrials UCITS ETF","315.3","Frankfurt Stock Exchange","XETRA","etf",
"QDV5.DE","iShares MSCI India UCITS ETF","8.992","Frankfurt Stock Exchange","XETRA","etf",
"SMDD","ProShares UltraPro Short MidCap400","11.549","New York Stock Exchange Arca","AMEX","etf",
"JSCP","JPMorgan Short Duration Core Plus ETF","46.14","New York Stock Exchange Arca","AMEX","etf",
"PSFD","Pacer Swan SOS Flex (January) ETF","31.1218","BATS","ETF","etf",
"XDDA.F","Xtrackers DAX UCITS ETF","7.799","Frankfurt Stock Exchange","XETRA","etf",
"CLSM","Cabana Target Leading Sector Moderate ETF","20.44","New York Stock Exchange Arca","AMEX","etf",
